date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:58:09	111/111	---M-Z	200	added ('OK')	text/plain	date:Thu,%2025%20Jan%202024%2022:58:08%20GMT	https://ngocvu.com.vn/robots.txt		(from )
05:58:11	152989/152989	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202024%2022:58:09%20GMT	https://ngocvu.com.vn/	C:/My%20Web%20Sites/clone/ngocvu.com.vn/index.html	(from )
05:58:11	87561/87561	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Sep%202020%2010:07:37%20GMT	https://ngocvu.com.vn/wp-content/themes/astra/assets/css/minified/style.min.css?ver=2.5.1	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-content/themes/astra/assets/css/minified/style.min9776.css	(from https://ngocvu.com.vn/)
05:58:11	3304/3304	---M--	200	added ('OK')	font/woff	date:Tue,%2008%20Sep%202020%2010:07:37%20GMT	https://ngocvu.com.vn/wp-content/themes/astra/assets/fonts/astra.woff	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-content/themes/astra/assets/fonts/astra.woff	(from https://ngocvu.com.vn/)
05:58:11	3412/3412	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Sep%202020%2010:07:37%20GMT	https://ngocvu.com.vn/wp-content/themes/astra/assets/css/minified/menu-animation.min.css?ver=2.5.1	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-content/themes/astra/assets/css/minified/menu-animation.min9776.css	(from https://ngocvu.com.vn/)
05:58:12	97517/97517	---M-Z	200	added ('OK')	text/css	date:Thu,%2009%20Mar%202023%2011:22:38%20GMT	https://ngocvu.com.vn/wp-includes/css/dist/block-library/style.min.css?ver=6.2.3	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-includes/css/dist/block-library/style.min18cf.css	(from https://ngocvu.com.vn/)
05:58:12	1655/1655	---M--	200	added ('OK')	application/rss+xml	etag:%22c6c2e8a16b1479725dfc406475f3f244%22	https://ngocvu.com.vn/feed/	C:/My%20Web%20Sites/clone/ngocvu.com.vn/feed/index.html	(from https://ngocvu.com.vn/)
05:58:12	291/291	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Feb%202023%2007:50:20%20GMT	https://ngocvu.com.vn/wp-includes/css/classic-themes.min.css?ver=6.2.3	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-includes/css/classic-themes.min18cf.css	(from https://ngocvu.com.vn/)
05:58:12	81234/81234	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Jul%202023%2007:41:50%20GMT	https://ngocvu.com.vn/wp-content/plugins/custom-facebook-feed-pro/assets/css/cff-style.min.css?ver=4.2.3	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-content/plugins/custom-facebook-feed-pro/assets/css/cff-style.min9c92.css	(from https://ngocvu.com.vn/)
05:58:12	1654/1654	---M--	200	added ('OK')	application/rss+xml	etag:%22c6c2e8a16b1479725dfc406475f3f244%22	https://ngocvu.com.vn/comments/feed/	C:/My%20Web%20Sites/clone/ngocvu.com.vn/comments/feed/index.html	(from https://ngocvu.com.vn/)
05:58:12	9921/9921	---M-Z	200	added ('OK')	text/css	date:Sat,%2001%20Jul%202023%2007:08:21%20GMT	https://ngocvu.com.vn/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.14.1	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-content/plugins/elementor/assets/css/frontend-legacy.mina1c3.css	(from https://ngocvu.com.vn/)
05:58:13	157039/157039	---M-Z	200	added ('OK')	text/css	date:Sat,%2001%20Jul%202023%2007:08:21%20GMT	https://ngocvu.com.vn/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.14.1	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-content/plugins/elementor/assets/css/frontend.mina1c3.css	(from https://ngocvu.com.vn/)
05:58:13	3443/3443	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Jul%202023%2006:49:14%20GMT	https://ngocvu.com.vn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.8.1	C:/My%20Web%20Sites/clone/ngocvu.com.vn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.minf658.css	(from https://ngocvu.com.vn/)
